Comment,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula
CommentSub1,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02
CommentSub2,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo
CommentSub3,0,0,0,0,0,0,0,0,0,45+,45+,45+,45+,45+,45+,45+,45+,70+,70+,70+,70+,70+,70+,70+,70+,70-,70-,70-,70-,70-,70-,70-,70-,70-,45-,45-,45-,45-,45-,45-,45-,45-,45-,45-
Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission
919.4809624044,19.7514736661656,19.8769526945343,19.5323832991727,19.4188546544581,19.1947849609426,18.9149468103743,18.6729515413776,18.893037773675,19.2674831281721,18.2019072523427,18.3482994521062,18.336349068452,18.6470590434602,18.5584270313585,18.1909527339931,18.074436493365,17.7985818040148,17.4540124086532,17.2777442497543,17.3434713598522,17.4520206780441,17.2747566538408,17.0277820583214,17.2498600212279,17.1811453152165,16.1962345290527,16.1165653046917,16.0956521332969,15.8855245540446,16.0588051170299,15.8835328234355,15.7839462929842,15.6465168809613,15.9741565661462,15.2760549876824,15.2292493183702,15.2402038367199,15.2949764284681,15.0838529839113,15.1336462491369,15.1585428817498,15.0380431799036,14.988249914678,14.9832705881554
922.76279632395,19.8365244718293,19.7238468241333,19.7196735779224,19.544397237062,19.3096521376955,18.8099059039329,18.9695325715022,18.9371899133672,19.3858138810455,18.2882501275629,18.2726004542718,18.3539787553855,18.6231531359925,18.3988411521533,18.2579940925334,18.0608082090655,17.8844885566524,17.6361804071002,17.3388366145693,17.3325767452529,17.3336200568056,17.3169270719618,17.0394061989329,17.2532850672446,17.2000761780549,16.3372575239387,16.2725722076688,15.9501889378721,15.9929647115345,16.1369417058126,15.8969800486824,15.9053265411043,15.7425699388768,15.9543621840831,15.1666619617642,15.1739651426334,15.3356784333082,15.1489256653677,15.1343193036293,15.0362480176717,15.0435511985409,14.9924289324566,15.1280594343129,15.0101652288532
926.0433447488,16.4650637419303,16.2872035807851,16.282811971868,16.1181266374742,15.9699098365199,15.5625881094527,15.5527069893891,15.5186720202811,15.8524342979857,14.8753013139163,15.1750286225128,15.1816160358886,15.3463013702823,15.2288258317481,14.9422733499031,14.734769828567,14.6875600327074,14.3669725817543,14.2121683674242,14.087007513285,14.2462033365323,14.2286369008636,14.015643868381,14.1814271050041,14.2637697722009,13.3558046285769,13.2877346903608,13.1658675429094,13.1318325738014,13.2240563610619,13.0110633285793,13.1779444674316,13.0264339597894,13.0912101913176,12.3215807285843,12.5861751658435,12.4401541693478,12.3424408709408,12.3270702397308,12.2238674301774,12.1327415451462,12.2568044970561,12.399531786864,12.2952310750813
929.32259631285,10.759456217501,10.8632704510749,10.69255371142,10.6025813756559,10.0523659377141,10.3511202321102,10.2992131153232,10.2842177260292,10.4064878233496,9.81590018346233,9.9647005849183,9.99238438053802,9.81243970900987,9.95893312749753,9.8447374705662,9.77206750706445,9.68094167981622,9.44793640001695,9.24376840732154,9.2576103051314,9.23800094990077,9.34412216644301,9.14110766523177,9.3775734194835,9.44332243408033,8.61396205697301,8.64625981852935,8.6220364973621,8.50322687449415,8.64164585259273,8.58397127838499,8.48938497668429,8.60012015916315,8.54359907643957,8.17102132705756,8.28291000102058,8.04644424676884,8.06836058496779,8.01068601076005,7.98530919810864,7.97262079178294,8.01991394263328,8.06605360199948,7.9149462175752
932.60053965,6.24892981917725,6.33683714428413,6.09020825995648,6.03892898697747,5.78619542729517,6.03648711683561,5.8716608822602,6.00962654527517,6.02916150641003,5.75567205052195,5.64945069935113,5.81061412871375,5.64212508892555,5.73125334910337,5.34665880176074,5.64334602399648,5.56886898466982,5.47607791927922,5.30392607427823,5.29660046385266,5.47363604913735,5.30026326906544,5.19526285296555,5.29171672356894,5.44921734771877,4.87904066959495,4.91322685158096,4.95351770892162,4.78380773406249,4.8643894487438,4.91322685158096,4.81311017576479,4.90834311129725,5.04630877431222,4.67392357767889,4.74840061700555,4.52008575874184,4.67514451274982,4.52619043409648,4.43339936870588,4.63973739569288,4.42607375828031,4.43095749856402,4.51276014831627
935.87716339415,4.37852441754787,4.33196752002616,4.21040228760835,4.36559194601406,3.95821909269908,4.15349941285959,3.16416534052321,4.14832642424607,4.3086890712653,4.01900170890798,4.04615989912898,3.89097024072327,3.99184351868698,3.83018762451437,3.79526995137308,3.78363072699266,3.65818575311471,3.55989896945776,3.77328474976561,3.62585457428019,3.85993230904213,3.74612655954461,3.72802109939728,3.55084623938409,3.67111822464852,3.34651318914991,3.28961031440116,3.611628855593,3.22236146242535,3.33099422330934,3.24305341687944,3.36979163791077,3.19132353074421,3.66335874172823,3.22236146242535,3.1848572949773,3.10596921862107,3.2934900558613,3.01932165934455,3.15381936329616,3.32582123469582,3.2391736754193,2.98828372766341,3.26115887702677
939.1524561792,4.27014760822006,4.22070886626936,4.06689944686722,4.10809839849279,3.9227031161777,3.93231620489034,4.01883400330405,3.92682301134026,4.04767326944195,3.78949317258835,3.76889369677556,3.87601097100205,4.03256698717924,3.73730783386262,3.79910626130098,3.836185317764,3.72769474514998,3.74692092257525,3.60272459188574,3.59448480156062,3.59585809994814,3.59860469672318,3.52993977734722,3.46539475313382,3.39535653537034,3.12481675302907,3.4351821886084,3.20858795466774,3.19073507562999,3.45440836603367,3.16326910787961,3.42144920473321,3.10833717237884,3.16464240626713,2.81994451099981,3.17562879336728,3.09185759172861,3.04379214816544,2.8268110029374,3.04379214816544,2.88036964005065,2.9119555029636,2.99160680943971,2.98474031750211
942.42640663905,4.32013955781216,5.21145317081379,4.18323844731844,4.22693029109303,4.10896231290164,3.90943622633102,4.02740420452241,4.08711639101435,4.00555828263511,3.67932584911818,3.84098567108416,3.77107872104482,4.04196815244727,3.80748859085697,3.66330550640083,3.65019795326845,3.6137880834563,3.55553229175684,3.58611658239906,3.34144225726135,3.60504971470138,3.76525314187487,3.48271255213253,3.54533752820944,3.62835203138116,3.13172140714333,3.30357599265671,3.29920680827925,3.4113492073007,3.27153530722201,3.30357599265671,3.42008757605562,3.166674882163,3.22638706865494,2.88704708200562,3.21182312073007,2.83461686947611,2.78364305173909,2.97297437476231,2.91471858306286,2.92491334661026,3.06327085189647,3.09531153733116,2.93073892578021
945.6990034076,4.28025677743999,4.44649596787092,4.05244751647909,4.09862506937657,4.11247833524581,4.01242697063461,3.86004104607292,4.00626996358161,4.05860452353209,3.76922519204121,3.82925601080794,3.89390458486441,3.76460743675146,3.84926628373018,3.55834770047605,3.71073362503774,3.72766539443348,3.63838879216502,3.50447388876233,3.35670571949039,3.38595150299213,3.63838879216502,3.25665435487918,3.68302709329925,3.74305791206597,3.10734693384399,3.20585904669195,3.2012412914022,3.12581795500298,3.19970203963895,3.23356557843044,3.10734693384399,3.14428897616198,3.17969176671671,3.26435061369542,3.16429924908422,2.8487526376181,3.01653107981228,2.93956849164981,3.04423761155077,3.13813196910898,2.84105637880186,2.98574604454729,2.83951712703861
948.97023511875,4.32989971378711,4.70873493482547,4.03201218955182,4.40113368697381,4.0660102222091,4.25218992485616,4.12105465603519,4.24571410911192,4.03848800529606,4.17124222805309,3.91382855221934,3.98182461753391,3.93325599945207,4.05143963678455,4.03686905136,3.99315729508634,3.95268344668481,3.65479592244951,3.71793512595591,3.73736257318864,3.76812269797381,3.71307826414772,3.48642471309913,3.7308867574444,3.76488479010169,3.41680969384849,3.31643454981268,3.45728354225003,3.37795479938301,3.30995873406843,3.28729337896358,3.12539798535744,3.36824107576664,3.40547701629606,2.99911957834465,3.1561581101426,2.94083723664644,3.17558555737534,3.03635551887406,3.17558555737534,3.09949472238045,1.82537797470015,3.0557829661068,2.96026468387918
952.2400904064,4.93959305246847,5.0927898406165,4.56511201477329,5.0144892600075,4.78469407778547,4.55149452249347,4.41361741316025,4.60596449161277,4.78639626432044,4.28254904996693,4.34893432483108,4.38978680167055,4.46127863613963,4.4017021074154,4.23318564045257,4.18722660400816,4.23659001352253,4.19914190975301,4.08169103883952,4.04083856200005,4.01190139090542,4.1685025521234,4.05275386774489,3.8195543124529,3.85530022968744,3.73444498570399,3.62890942053535,3.59316350330081,3.6016744359757,3.62210067439543,3.44507327475772,3.58124819755596,3.56082195913622,3.81444775284796,3.44847764782767,3.3684748806837,3.23400214442043,3.41954047673304,3.21187371946572,3.32762240384423,3.43145578247789,3.28676992700475,3.20166060025585,3.56082195913622
955.50855790445,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
958.7756262468,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
962.04128406735,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
965.30552,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
968.56832267865,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
971.8296807372,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
975.08958280955,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
978.3480175296,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
981.60497353125,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
984.8604394484,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
988.11440391495,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
991.3668555648,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
994.61778303185,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
997.86717495,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1001.11501995315,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1004.3613066752,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1007.60602375005,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1010.8491598116,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1014.09070349375,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1017.3306434304,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1020.56896825545,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1023.8056666028,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1027.04072710635,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1030.2741384,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1033.50588911765,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1036.7359678932,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1039.96436336055,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1043.1910641536,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1046.41605890625,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1049.6393362524,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1052.86088482595,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1056.0806932608,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1059.29875019085,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1062.51504425,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1065.72956407215,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1068.9422982912,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1072.15323554105,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1075.3623644556,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1078.56967366875,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1081.7751518144,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
