[Spectrum]																																																																																																																																				
IDData	00E5_2023-03-10_14-52-09_546_301	00E5_2023-03-10_14-52-12_546_313	00E5_2023-03-10_14-52-14_546_323	00E5_2023-03-10_14-52-16_546_335	00E5_2023-03-10_14-52-18_546_343	00E5_2023-03-10_14-52-20_546_353	00E5_2023-03-10_14-52-22_546_365	00E5_2023-03-10_14-52-24_546_373	00E5_2023-03-10_14-52-26_546_383	00E5_2023-03-10_14-52-28_546_395	00E5_2023-03-10_14-52-30_546_403	00E5_2023-03-10_14-53-31_855_418	00E5_2023-03-10_14-53-34_855_430	00E5_2023-03-10_14-53-36_855_440	00E5_2023-03-10_14-53-38_855_452	00E5_2023-03-10_14-53-40_855_460	00E5_2023-03-10_14-53-42_855_470	00E5_2023-03-10_14-53-44_855_482	00E5_2023-03-10_14-53-47_855_499	00E5_2023-03-10_14-53-50_855_511	00E5_2023-03-10_14-53-52_855_521	00E5_2023-03-10_14-53-54_855_533	00E5_2023-03-10_14-53-57_855_550	00E5_2023-03-10_14-54-00_855_560	00E5_2023-03-10_14-54-02_855_572	00E5_2023-03-10_14-54-04_855_580	00E5_2023-03-10_14-54-06_855_590	00E5_2023-03-10_14-54-08_855_602	00E5_2023-03-10_14-54-11_855_619	00E5_2023-03-10_14-54-42_415_631	00E5_2023-03-10_14-54-45_414_643	00E5_2023-03-10_14-54-48_414_655	00E5_2023-03-10_14-54-50_414_665	00E5_2023-03-10_14-54-52_414_677	00E5_2023-03-10_14-54-54_414_685	00E5_2023-03-10_14-54-56_414_695	00E5_2023-03-10_14-54-58_414_707	00E5_2023-03-10_14-55-01_414_724	00E5_2023-03-10_14-55-04_414_736	00E5_2023-03-10_14-55-06_414_746	00E5_2023-03-10_14-55-08_414_758	00E5_2023-03-10_14-55-11_414_775	00E5_2023-03-10_14-55-14_414_787	00E5_2023-03-10_14-55-16_414_797	00E5_2023-03-10_14-55-55_677_814	00E5_2023-03-10_14-55-58_677_826	00E5_2023-03-10_14-56-00_677_836	00E5_2023-03-10_14-56-02_677_848	00E5_2023-03-10_14-56-04_677_856	00E5_2023-03-10_14-56-06_677_866	00E5_2023-03-10_14-56-08_677_878	00E5_2023-03-10_14-56-10_677_886	00E5_2023-03-10_14-56-12_677_896	00E5_2023-03-10_14-56-45_927_913	00E5_2023-03-10_14-56-48_927_925	00E5_2023-03-10_14-56-50_927_935	00E5_2023-03-10_14-56-52_927_947	00E5_2023-03-10_14-56-54_927_955	00E5_2023-03-10_14-56-56_927_965	00E5_2023-03-10_14-56-58_927_977	00E5_2023-03-10_14-57-00_927_985	00E5_2023-03-10_14-57-02_927_995	00E5_2023-03-10_14-57-04_927_007	00E5_2023-03-10_14-57-06_927_015	00E5_2023-03-10_14-57-08_927_025	00E5_2023-03-10_14-57-10_927_037	00E5_2023-03-10_14-58-30_167_049	00E5_2023-03-10_14-58-34_167_060	00E5_2023-03-10_14-58-37_167_072	00E5_2023-03-10_14-58-39_167_082	00E5_2023-03-10_14-58-42_167_099	00E5_2023-03-10_14-58-45_167_111	00E5_2023-03-10_14-58-47_167_121	00E5_2023-03-10_14-59-29_346_132	00E5_2023-03-10_14-59-32_345_144	00E5_2023-03-10_14-59-34_345_154	00E5_2023-03-10_14-59-36_345_162	00E5_2023-03-10_14-59-39_345_174	00E5_2023-03-10_14-59-41_345_184	00E5_2023-03-10_14-59-43_345_192	00E5_2023-03-10_14-59-46_345_204	00E5_2023-03-10_14-59-48_345_214	00E5_2023-03-10_14-59-50_345_222	00E5_2023-03-10_14-59-53_345_234	00E5_2023-03-10_14-59-55_345_244	00E5_2023-03-10_14-59-57_345_252	00E5_2023-03-10_15-00-00_345_262	00E5_2023-03-10_15-00-36_756_270	00E5_2023-03-10_15-00-39_756_282	00E5_2023-03-10_15-00-42_756_294	00E5_2023-03-10_15-00-44_756_304	00E5_2023-03-10_15-00-47_756_321	00E5_2023-03-10_15-00-50_756_333	00E5_2023-03-10_15-00-52_756_343	00E5_2023-03-10_15-01-24_316_358	00E5_2023-03-10_15-01-52_397_370	00E5_2023-03-10_15-01-55_397_384	00E5_2023-03-10_15-01-58_397_396	00E5_2023-03-10_15-02-01_397_411	00E5_2023-03-10_15-02-04_397_423	00E5_2023-03-10_15-02-06_397_433	00E5_2023-03-10_15-02-09_397_450	00E5_2023-03-10_15-02-12_397_462	00E5_2023-03-10_15-02-15_397_477	00E5_2023-03-10_15-02-18_397_489	00E5_2023-03-10_15-02-20_397_499	00E5_2023-03-10_15-02-50_207_516	00E5_2023-03-10_15-02-53_207_528	00E5_2023-03-10_15-02-56_207_540	00E5_2023-03-10_15-02-58_207_550	00E5_2023-03-10_15-03-01_207_567	00E5_2023-03-10_15-03-04_207_579	00E5_2023-03-10_15-03-06_207_589	00E5_2023-03-10_15-03-09_207_612	00E5_2023-03-10_15-03-13_207_624	00E5_2023-03-10_15-06-33_766_646	00E5_2023-03-10_15-06-38_766_681	00E5_2023-03-10_15-06-46_766_703	00E5_2023-03-10_15-07-16_888_738	00E5_2023-03-10_15-07-25_888_757	00E5_2023-03-10_15-07-30_888_780	00E5_2023-03-10_15-07-56_767_801	00E5_2023-03-10_15-08-01_766_820	00E5_2023-03-10_15-08-06_766_837	00E5_2023-03-10_15-08-11_766_856	00E5_2023-03-10_15-08-41_157_873	00E5_2023-03-10_15-08-46_157_892	00E5_2023-03-10_15-08-51_157_916	00E5_2023-03-10_15-08-56_157_937	00E5_2023-03-10_15-09-22_937_972	00E5_2023-03-10_15-09-31_937_000	00E5_2023-03-10_15-09-38_937_026
425.70968714864	57.2656258766137	57.2992861463243	57.0833961405939	56.6369139423628	56.7786481814893	56.7013972176706	56.5889383855338	56.8601550414784	57.2256462459229	57.1138322465392	56.9699055760522	45.9907251890479	55.7813498455791	33.6561208014334	58.7464198107816	59.5734822998792	60.1387426912273	60.1916189769796	59.9953318869428	59.9816614325775	60.0645869246233	59.9326541433436	59.647380133382	59.5484627890598	59.5719347012719	59.5671629388991	59.4271052649306	59.4398729534415	59.2673157087179	57.6277639507422	56.8280423703751	56.5732044663587	56.9406301690625	56.6741852754907	56.6957226894435	56.2854800919354	55.4706694251462	55.672373110309	56.5132350203225	56.5613395437021	56.7034606824804	56.2215126828301	55.9522305251448	56.2750338013355	46.2380830331285	45.7244092620267	45.8411239903338	46.4401736179431	46.2750964331552	45.269415271455	45.0499142023073	45.3523407635008	46.2178352846819	52.6700318119786	52.527652740099	52.5945863798685	52.2557912514014	52.2746203677913	52.4785164843145	52.5845269889205	52.3327842821189	52.2515353552311	52.2676561740581	51.9652296128646	51.8254298719973	51.5771692620623	1.28744580913637	1.36066656824836	1.38573444152426	1.37978585937712	1.3925213062504	1.3966482358701	1.39266639361984	1.16504043178337	1.17706656262827	1.19534757117803	1.2241071119653	1.23545616841947	1.17390688213819	1.19734655271257	1.19246194460801	1.22978164019238	1.21422505002438	1.2224305468073	1.2089696630868	1.2205766526422	1.22546126074676	1.28075566932319	1.28573700234071	1.27475872471956	1.27009980807858	1.27930479562876	1.2599436922176	1.24224303314561	1.30664570435926	1.11646840465778	1.19202668249968	1.23234485038587	1.25254423637603	1.21069459070128	1.26429631330088	1.29466793597084	1.18482067648403	1.30305076176085	1.32985968347006	1.30232532491364	1.34899509541765	1.30248653310191	1.24911050196589	1.19552490018513	1.24316191981875	1.18512697204175	1.19025339242871	1.24604935218371	1.30085207578591	0.843694768184141	0.719768440003082	0.885240584852267	1.04010276436223	1.02606556136867	1.04920699679475	1.09460322261143	1.09727121812729	1.06390515336022	1.01880716269184	0.897187675256654	0.864510775494435	0.929058534077525	0.916355328841892	0.752040304192274	0.736467593205445	0.704768018084609
429.05606989928	56.1347663750208	56.1558621107597	55.9604489797039	55.5622207050521	55.6822566750757	55.5284181811195	55.4541513219682	55.733577295353	56.1320523037561	55.9762399397892	55.8563273366413	45.0607387808091	54.641657078828	32.9947308835769	57.5645884639966	58.4068141241724	58.9786195928871	59.0403030307204	58.7925823443818	58.7617406254652	58.8277419039468	58.7814793255719	58.4664003251194	58.3384688750531	58.4053337216644	58.3852249209307	58.2601309090048	58.2701236259338	58.1006175387679	56.4989453919885	55.702858943312	55.4391005631369	55.797234603197	55.5112701854018	55.5873875476881	54.648688990741	54.670895028361	54.5196472387937	55.4239264374299	55.4011035654315	55.6103337865621	55.1004584894321	54.8251036229442	55.1627587616437	45.3439891273395	44.7926625599855	44.9131919975118	45.5484080403191	45.3483069679879	44.3685272414438	43.8943049713814	44.4389697274494	45.3534883767659	51.5965924867495	51.4826014936335	51.5377464870565	51.2469707611104	51.6824558322134	51.4178338839086	51.5259032669925	51.3383856159793	51.2828705219293	51.2560999099097	50.9557015676615	50.8308542894869	50.5400785635408	1.29332403114759	1.36974981062305	1.39622742631299	1.38748379900012	1.39716809873995	1.40222614064228	1.39786203741557	1.16596315288129	1.18218589703145	1.20272648182994	1.22857184228209	1.23443176887625	1.17416705011312	1.19880958352752	1.19857827063565	1.22789332446592	1.22633581766063	1.22391474272568	1.21492438166147	1.22325164576897	1.23347567558984	1.28442619524014	1.28475003328876	1.27535872987865	1.27228997884644	1.28026256318639	1.2592439317447	1.24036879976771	1.39635079318866	1.12227585803586	1.19566372819803	1.24006038257854	1.26548937982532	1.21935016832601	1.27173482790594	1.30356348182792	1.1918239341929	1.3040877910495	1.33361873691219	1.30727990895738	1.36080571213722	1.31298562695696	1.21113085023472	1.22315912061222	1.25151808115608	1.19294965693336	1.19785349024111	1.25796559343649	1.31288698439731	0.843974141716872	0.721596526919753	0.885366054367155	1.03768326780261	1.02259010160778	1.04549007790339	1.0932176379269	1.09563100243213	1.06149307480626	1.01509170869617	0.898336526522329	0.865621173181495	0.929101141141686	0.918337381239775	0.75288352315326	0.737813488247613	0.70579014597497
432.40283328	57.9601830402225	57.99930605003	57.7920598359143	57.3366821001363	57.4932916258824	57.3615892415152	57.254911485043	57.5442807737998	57.9639426087325	57.8219014109627	57.6696388863063	46.5363816629313	56.4388501453334	34.1197989644516	59.4614257408861	60.2783094862073	60.9560891966571	60.9513897360196	60.2481154516111	60.6945642121778	60.776452313787	60.7345096275969	60.3752358618566	60.2301400146725	60.3065062500325	60.3063887635166	59.4851580171057	60.2158066597279	60.0036260119428	58.3366098372898	57.4917643011752	57.2130862853688	57.62816614618	57.3219962856439	57.3733378931091	56.7733342562106	56.4920715370535	56.2993936509142	57.226127288638	57.212851312337	57.3909608704999	56.8884710418304	56.6008640508127	56.9351131886581	46.8589996356988	46.3001162793788	47.136032840282	47.0452157634615	46.8038984597235	45.8560172491308	45.5460878200847	45.878692146707	46.8194066798274	53.2809300834193	53.1469954552493	53.2418070736118	52.9627765982576	53.0031919597405	53.681676589286	53.1903479796307	53.0075389608302	52.9440962422233	52.9080278818302	52.6473253029624	52.1287398216094	52.2113328423142	1.35092937460113	1.4438024654506	1.47271883418599	1.46201287542109	1.47044253293968	1.47763858204092	1.47506856450476	1.22620275211779	1.23953747167683	1.26147807852836	1.29137839683474	1.29722335100269	1.22079837238462	1.26012698359507	1.25805628375165	1.28993918701449	1.29189240034197	1.28773631484064	1.2744162810961	1.28736916947834	1.29525545186072	1.34589214023026	1.34593619767374	1.33699253664791	1.33301268092049	1.34034090235216	1.31794503525136	1.30129132161706	1.4009345729475	1.18221873771328	1.2608319026907	1.31077835777911	1.33658133384212	1.29396310018539	1.34490819065927	1.37759881371919	1.25400299895177	1.36778868963832	1.40463539819957	1.37717292509891	1.44215765422746	1.38525012306969	1.31204133782545	1.27379947688743	1.31587433540794	1.25851154400091	1.2581590844531	1.33080727605823	1.38919073157248	0.889530327302219	0.76074427966647	0.932138749152793	1.08867731472542	1.07232098883459	1.09822676559905	1.14784278986138	1.15053763682072	1.11577998537101	1.0660391316855	0.944473630771637	0.912392469013149	0.976349191127232	0.968081077568052	0.792753848079308	0.776915197149333	0.743840907185802
435.74996577152	61.4734086489215	61.3759355217866	61.2935355586415	60.7864073301798	60.9553384199338	60.8583119050651	60.7448723894075	61.0419811996093	61.4850205678471	61.392236869509	61.1289589384846	49.3386184124821	59.8286473249519	36.2160596530989	63.0488334185374	63.9176059296913	64.6180056164241	64.6255980249524	64.2808133553157	64.3533878486006	64.5899806967094	64.4134571984272	64.0519245688017	63.8879062139777	63.958470952064	63.9543397886001	63.720538267156	63.8602162534629	63.6163659560255	61.8432036054749	60.3248335528876	60.7071336528993	61.1217014891561	60.7925482488423	60.8252625973538	60.31132353183	59.8430505705423	59.6679785621258	60.7014393465031	60.7069103467661	60.852059333336	60.3262850427533	59.9966851901732	60.4208551901569	49.6874225925161	49.1100645851679	49.3176276359628	49.8684122134621	49.6250085282911	48.6176745614963	48.3372020582167	48.6975065041097	49.6497955090746	56.5381197994134	56.3766694651211	56.4728027554569	56.1855194151152	56.1917719868444	56.4587344690663	57.0027082095035	56.2200202126922	56.1215422079579	56.0912842269114	55.8153894993621	55.5918600600445	55.7427033530106	1.46667218460816	1.5589534441466	1.58467551936278	1.57249137847091	1.58653175159488	1.59487781832264	1.58967199409278	1.31899704740666	1.33016235406587	1.35679161044811	1.38520731589583	1.39377668875678	1.32441222113638	1.35299540618398	1.35404215368328	1.38936639262639	1.39046896665898	1.38651923942828	1.36506789400926	1.38340691019703	1.3906504028922	1.44279238499075	1.44610010708854	1.43332978759706	1.4260304683686	1.43349726719695	1.40718901338116	1.37327439440379	1.49912135708651	1.27619205300187	1.36170434537817	1.41871719250681	1.44173168085812	1.39168319375817	1.45090118895201	1.4882491397271	1.34968768408618	1.46887733267335	1.51494817927596	1.48156391236489	1.55940005641297	1.49803273968724	1.41916380477318	1.36573781240881	1.42406258306991	1.35422358991649	1.35087399791873	1.43661286607788	1.50252306695059	0.959273217112771	0.821303991221382	1.0053850064486	1.171330303838	1.15327390947504	1.18084523860665	1.23515747718709	1.23577156905335	1.19953665978585	1.14573383832174	1.01883663898138	0.985019716437265	1.05189292500933	1.04472619379744	0.853890985453813	0.837833878814524	0.802350883167357
439.09745585456	64.2857705257792	64.3517310847282	64.0802412478947	63.5729503790696	63.7336562175395	63.6470896224616	63.5602043773404	63.8524064669839	64.3159360632051	64.1531058911137	63.9007350568741	51.619537523996	62.5318144711503	37.9050642533556	65.5015266573896	66.8614188252219	67.5410993674353	67.5540578025268	67.2719462975855	67.3103967361355	67.4819366760753	67.3254795048485	67.1822994187563	66.8006628836457	66.8658799258271	66.8925403127775	66.6701225826017	66.7513783436258	66.5595510176003	64.6585910763604	63.6099137840845	63.484153233689	63.8766238702696	63.4162807744807	63.5888828812312	63.0942317974544	62.6353757352006	62.1858667408816	63.4385862775069	63.4380551941015	63.6239343859867	63.0931696306436	62.7279966811	63.1888708602942	51.9781250393128	51.3371073690115	51.5058856752433	52.8175554698665	51.8747762086246	50.8189823987166	50.5751088989632	50.9197820290589	51.8830611097487	58.7036590684444	58.9649521038945	59.6127676417847	58.7181045370709	58.7221407709518	58.9856643567046	59.0595911667343	58.7834277959334	58.6801851819263	58.6533123616138	58.3411415359277	58.1361433414486	57.9890332381565	1.55922541685527	1.65490009233562	1.68510546101697	1.67016874024048	1.68495941308049	1.69600594791253	1.69081460762488	1.39842663878942	1.41191615728624	1.43772681078801	1.46547591871945	1.4803196999	1.40811891093772	1.43459341869623	1.43463324995164	1.47158337788139	1.47191530500976	1.47174270290301	1.45276974824558	1.46878191291798	1.47734563282983	1.52647084782807	1.52818359181044	1.51603505891223	1.51243696884074	1.51786729666081	1.4890161906632	1.46846326287475	1.59009463979335	1.3584227812787	1.45243782111721	1.5116934520732	1.53717217844661	1.48262991271343	1.51028608104892	1.58763837904344	1.43598751263537	1.55869433344989	1.6065847795306	1.56765636591578	1.66058268477326	1.59909650351465	1.51570313178386	1.44838831015114	1.51821250087431	1.43528382712324	1.43161935162607	1.53032272210393	1.60186629535204	1.01853500048293	0.872359651953965	1.06641752828213	1.23884831266489	1.21957994286321	1.24927414376688	1.30781281212559	1.30875548517015	1.26980383665634	1.21300446645027	1.08033651251348	1.04476056289516	1.11465113904401	1.10938677478811	0.905391380133353	0.888652295049833	0.851670634042883
442.44529200984	67.1252069298511	67.1773353143413	66.8883428669919	66.3755946639945	66.5421412959233	66.4684705771018	66.3085289061708	66.6594047573302	67.1595527270396	66.9415890141126	66.6928360214574	53.9103058098312	65.2643353798128	39.5966330320152	68.708974962336	69.7904611146353	70.4919079726003	70.5171084391765	70.2508777035734	70.2840041233469	70.409701611874	70.2947752905125	69.9767210147729	69.7049014660178	69.7819254727304	69.8074307836604	69.5891622263796	69.7327439169931	69.7028691703262	67.4983364188338	66.5682562955607	66.2193111253083	66.6331881429082	66.2659523114312	66.3963240800491	65.8316507221305	65.3999911172289	65.0321455970444	66.1793765149679	66.2355694908414	66.3969337687565	65.8379508387745	65.4922573416288	65.9258476274374	54.2350666613532	53.6090179735475	53.7631676017574	54.4784340704255	54.1599733355476	53.0255458804814	52.7885802028377	53.1622177657433	54.1550958258877	61.5563102756548	61.5319227273553	61.7017210323907	61.3012571663556	61.2923150653125	61.5535666764711	61.6133161698049	61.371066523363	61.2649806882601	61.2100070898016	60.9223356346518	60.7207319020424	60.4775677225392	1.65441363428713	1.75828934782541	1.78832921851728	1.77221057331306	1.79001856431094	1.79738563619309	1.79447691298445	1.48206225778909	1.49702503481869	1.52446102665566	1.55329422178061	1.56955258731363	1.4931636730046	1.52237792357174	1.52264466238127	1.55822253883281	1.56082641768771	1.56226172651992	1.54113855317507	1.55508518235886	1.5680791729372	1.618734143051	1.61671454920745	1.60715005760873	1.61628268637298	1.61027471223461	1.57947273065839	1.55889573678066	1.68737493003571	1.44470612260737	1.51841494697307	1.6068833187992	1.63445903096497	1.57656400744974	1.63000068229146	1.68845458712188	1.52416888414999	1.64933289505806	1.7013215592195	1.65562030985403	1.76418300533113	1.69827311568205	1.61049064365184	1.51385498351498	1.61243402640696	1.5253247523246	1.51724637695038	1.62700167213156	1.70436227781815	1.07594718380155	0.922961018917616	1.1265017833581	1.3058061774486	1.2847433378821	1.31720926155584	1.37961344113686	1.380686747299	1.33987888490353	1.27776684782818	1.14061546780153	1.10463748313569	1.17584404343107	1.17377999311926	0.95621922036489	0.938690670024607	0.900138973393049
445.79346271808	70.1332735890112	70.1271108633071	70.3031887405649	69.3711498436137	69.5385216480515	69.4253427013919	69.3013056189681	69.632038565084	70.1592939864281	69.9318600616368	69.7962800961484	56.3323873905889	68.1939714131025	41.4194289422788	71.8339902412355	72.9015112826323	73.6700912168625	73.706676286915	73.3905186761943	73.4470592390027	73.5187620634638	73.4556674907797	73.0720133604436	72.834992973446	72.9408353418865	72.9248905118904	72.74470415083	72.9375094264272	72.6587194541024	70.5294488128412	69.3858230000519	69.1854855041497	69.6244085237362	69.2356676991681	69.3646936547809	68.7524317471384	68.3280840629472	67.9440386484394	69.1523241705995	69.1817683045187	69.4374725107141	68.7778652182979	68.4098624548291	68.8748058718326	56.6855213555337	55.9842422988331	56.137919157262	56.8916302929682	56.5604082416377	55.3961421887921	55.1768274105632	55.5224291552031	56.6050146372097	64.3690708138488	64.2998135154607	64.3822766546431	64.0443049513511	64.0304143632563	64.2695868131981	64.4732502245597	64.1432020257442	64.035794520617	64.4054602418154	63.6654440521181	63.4502377576919	63.1686109751224	1.7635165073502	1.87187776764593	1.90475786569775	1.88043710890152	1.90528365380345	1.91149529002893	1.90825496798217	1.57294888810974	1.58955401014558	1.62278870947799	1.6523062091794	1.66641689462075	1.59133924417889	1.62100347544468	1.62126025568235	1.5925620072154	1.66043758337221	1.65939823479117	1.63950388018711	1.65292981832802	1.66874014439013	1.72476714672312	1.7226028561485	1.71141457436441	1.71382341754634	1.71398237674108	1.68278969167965	1.66298093048815	1.79810847365314	1.5402888874045	1.63919818942799	1.71401905963218	1.74672797085889	1.68307092717805	1.74749831157189	1.79914782223417	1.62184718193988	1.75048185338098	1.80669227016945	1.76181686672945	1.88085284833393	1.80727919642698	1.71352995441757	1.64603343480209	1.71848214471545	1.62406038303596	1.61694390216346	1.73672043997496	1.8179057917842	1.13731016413119	0.976342777239585	1.18997476425626	1.37757087317551	1.35410299359724	1.3889333986923	1.45682120247947	1.4564238044926	1.41345285448196	1.34804725965891	1.20583686160493	1.16933127114985	1.24222628957154	1.24194505407314	1.01072534537252	0.992448094884249	0.952254345420291
449.14195646	72.579902308836	72.630402752572	72.448943531012	71.7910111962365	71.9640061249669	71.8762247510152	71.7419373187077	72.0806041363047	72.625742636295	72.4097605125201	72.2402844471009	58.3029228112691	70.6003039352667	42.9395790535676	74.3806092800184	75.4612807342037	76.2718556531531	76.2748989943952	75.9623858905975	76.0105087239882	76.1144578482885	76.0616748986209	75.6082170535487	75.3640840232843	75.4995127085575	75.4908582069003	75.3259471533443	75.4551940517195	75.218384061319	72.9941771354162	71.8669045184613	71.60365550102	72.0920166659625	71.6781222570375	71.77788678713	71.1740688638155	70.7118614126722	70.3538883990707	71.6244833676456	71.6120246894358	71.6466426960646	71.2124910469969	70.8084874971087	71.2896207266013	58.7164368025389	57.9781412380892	58.11899087495	58.8894317312692	58.5400181149111	57.3687121543596	57.1469286613419	57.4572543636218	58.6107757987898	66.6522344045444	66.5386797344487	66.635971549782	66.4563193120845	66.2750502993522	66.5349706623099	66.6165702493636	66.4103838802116	66.2717216448686	66.3075760088771	65.9476058025855	65.7161216593586	65.4012309452155	1.85756138483496	1.97553841017307	2.00943124564657	1.99199147376315	2.01058438666408	2.01662351694136	2.01625498733783	1.66073091239209	1.673665112671	1.70833067150674	1.74173609685943	1.75823671265642	1.68096437643133	1.71258659402498	1.70941248421389	1.737575278755	1.75285142522411	1.75269688055166	1.72736344232156	1.74555216146378	1.76028145755345	1.82202799822315	1.82505945141352	1.81396789915229	1.81288608644514	1.81453852563518	1.78185827143784	1.76645135639973	1.90082200506928	1.63133176047138	1.73926338210023	1.81628606923904	1.84680269802209	1.7814897418343	1.85268728362692	1.90375835384584	1.71447679424957	1.84681458607381	1.90638561327749	1.86339841823289	1.98832995383126	1.90738420962255	1.80896302937525	1.71916068662998	1.81399167525574	1.71555860695672	1.70393209236777	1.83653310368997	1.92231134092567	1.19026676085147	1.02207948362817	1.24438307890894	1.43845956078057	1.41393153805497	1.45100442736542	1.52374741588254	1.52164917475274	1.47869467185039	1.4091674013254	1.26240048671759	1.22589227986417	1.29970519303671	1.30189259455447	1.05831575129834	1.03936916885854	0.997723837652615
452.49076171632	73.9581855827486	74.0076890371531	73.7761135555322	73.1009647480044	73.312496458068	73.2449069958397	73.1132706914722	73.4519638173695	74.0064770881752	73.7930808412226	73.5715738588026	59.4395029618799	71.9169838234529	43.8205340926905	75.7887879004253	76.9085355291488	77.718210673222	77.7010569338427	77.4500902685756	77.4385301398634	77.5504955800513	77.5088231805809	77.0374682550271	76.8082234445175	76.9393003878183	76.9308167449731	76.7507024814901	76.8304114334973	76.6184135892115	74.3558913011846	73.2475173474843	72.981075026038	73.4597948723035	73.047359312444	73.1266953570734	72.5314419552418	72.0632567423995	71.7022824006779	72.9746423737708	72.9959913211505	73.1138300525389	72.5523247683992	72.1596532995637	72.6531029872528	59.844853281561	59.0892497072704	59.2558460783077	59.9926178300188	59.673595568301	58.4616465904137	58.3902348275628	58.5685777810011	59.7110727597711	67.962953669673	67.8164010701931	67.9268748808698	67.6601528788901	67.5546200909694	67.8161213896597	67.8927538558	67.6470078938222	67.544644818613	67.5227365101666	67.1631605711118	66.9664519293162	66.6594559305329	1.92718138169097	2.04933185463535	2.0831848525273	2.0677674631259	2.08494450921635	2.09422058023941	2.08966411821677	1.72144138933902	1.73600808378479	1.77124783098797	1.80944753050254	1.82604190881515	1.74589012929679	1.77688805507737	1.776503494344	1.81187142845832	1.82223126154814	1.82291880952598	1.79242197803433	1.81151017443606	1.82615844237072	1.90241800113317	1.90266272159986	1.89053157846543	1.88611495670947	1.88878357513194	1.85528017790669	1.83724078350505	1.94064100735885	1.70017401544821	1.81604332974758	1.89196494119889	1.92187910491271	1.8524017990842	1.92827679711329	1.98274458098488	1.78041902181103	1.91685650866781	1.98196380616259	1.93437150206939	2.0656465524146	1.98441101082948	1.90177706657756	1.78710804790052	1.88447183357599	1.77854283156641	1.76399944383176	1.90728622499486	1.99808334481418	1.22405728934701	1.05194961811065	1.27972319248125	1.47663211768097	1.45117244912867	1.49113180533228	1.56537533358344	1.56384291732775	1.52131690956279	1.44686944758939	1.29927678612604	1.26301737031165	1.33678893766277	1.34145027988541	1.08917480576679	1.06968456859836	1.02705222396395
455.83986696776	74.5349981844619	74.5988812560556	74.3168001607069	73.6790756451441	73.8434385840352	73.813110257117	73.6862659475746	74.0344425152648	74.5678154622215	74.3451926369708	74.1261649629353	60.3878937858092	72.4369969919649	44.1950079599013	76.3318363251602	77.4738960278644	78.2861236524126	78.2724805144676	78.5104979615886	78.0062549578117	78.0505951561328	78.0392566023002	77.6212972276888	77.3830032304743	77.5026572375862	77.525795262074	77.9085405914491	77.3667789583235	77.2036144031708	74.9166373134631	73.8107134896402	73.5207046249451	73.9857696988124	73.6028400027084	73.6729915430876	73.0678077551908	72.5849512919763	72.2363138074636	73.5126846722342	73.5553655699944	73.6768632443963	73.065226620985	72.6918839947882	73.2080186525847	60.310828493093	59.5454300177074	59.2173494234767	60.41047871011	60.1215760457888	58.875072591114	58.7364288109165	58.9907627135528	60.1519965560715	68.4542147290433	68.3491256935213	68.4168804664236	68.1232764505133	68.0720224998552	67.8278287673132	68.4130087651149	68.1617169135069	68.0405879725631	68.0156062807855	67.6866038529098	67.6762793160866	67.1686255278234	1.97338918431344	2.09832068904263	2.13345407383504	2.11634253680102	2.13457179712952	2.14415886703679	2.1396534050972	1.76455929497503	1.7773036451162	1.81463790773587	1.84639507680373	1.87047798077753	1.78914920745355	1.81897052586705	1.82024957004939	1.85688093451481	1.86463586005279	1.8669750129268	1.83951589322843	1.85859784967849	1.87163027283369	1.95616241807381	1.95474509884473	1.94274973854007	1.93651583851623	1.94081388788572	1.90851514155147	1.88984801024163	2.01967675620951	1.74995975462345	1.86722851717915	1.94478929547948	1.97208709428998	1.90069107849012	1.97903541538864	2.03538249693501	1.8286843479005	1.96359470183606	2.02652137102312	1.97883952573909	2.11611207838979	2.03537097401445	1.93437257529177	1.8313576654708	1.93592816956759	1.81956971773625	1.80518911287534	1.95636380534069	2.04821876659772	1.24233437789729	1.0685629084069	1.29832418294551	1.49607485012465	1.46975938029203	1.5106715097461	1.5887508194717	1.58573181428455	1.54140025815382	1.46721569557805	1.31899348766367	1.28381401118902	1.35613762209408	1.36385797887037	1.1061233083426	1.086332692278	1.04355529005802
